event_type,timestamp,symbol,raw_symbol,timeframe,close,price_return_pct,oi_change_pct,volume_zscore,volume_ratio,funding_classification,early_bullish_score,blowoff_risk_score,squeeze_setup_score,whale_accum_score
OI_SURGE,2026-06-23 12:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.07877,-0.00955614233622526,-0.008514822238224973,0.40843247453441145,1.6192950052026351,NEGATIVE,22.5,1.6,12.4,0.0
OI_SURGE,2026-06-23 12:00:00+00:00,ETC,BINANCE:ETCUSDT.P,4h,6.911,-0.01257322474639233,-0.00482949366168639,0.7493425456132501,1.5674175596226045,NEGATIVE,24.5,3.0,5.9,0.0
OI_SURGE,2026-06-23 12:00:00+00:00,ETH,BYBIT:ETHUSDT.P,4h,1658.73,-0.0007229220509298306,0.002379804215937531,0.46432356465198243,1.5587262379985576,NEGATIVE,25.9,3.2,31.2,0.0
OI_SURGE,2026-06-23 12:00:00+00:00,RENDER,BYBIT:RENDERUSDT.P,4h,1.5642,-0.005531184436391334,0.0020904864153883373,-0.9831785127562568,0.5799196246706951,NEGATIVE,22.7,1.2,39.6,0.0
OI_SURGE,2026-06-23 12:00:00+00:00,XLM,BINANCE:XLMUSDT.P,4h,0.19285,-0.004388229220444129,0.008405639055750536,-0.47514224305575736,0.8345340786158958,NEUTRAL,26.5,6.9,38.9,0.0
PRE_ENTRY,2026-06-23 12:00:00+00:00,BNB,BYBIT:BNBUSDT.P,4h,574.65,0.0010975227343994476,0.013520260899092085,0.16435303865871498,1.2348097169712156,NEUTRAL,59.9,21.7,5.3,0.0
VOLUME_SURGE,2026-06-23 12:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02414,-0.02108678021086774,-0.008111876259266126,1.012305356348571,2.743241399945559,EXTREME,26.1,8.0,8.5,0.0
WHALE_ACCUM,2026-06-23 12:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.7032,-0.009856378484933814,0.027320637814907123,1.7956371429765516,2.3477767174029083,NEGATIVE,53.5,17.1,49.3,75.5
OI_SURGE,2026-06-23 08:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.07953,-0.005377688844422246,-0.0012835075760235792,0.93283050942944,2.145251571203545,NEGATIVE,25.6,3.7,14.4,0.0
OI_SURGE,2026-06-23 08:00:00+00:00,ETC,BINANCE:ETCUSDT.P,4h,6.999,-0.0007138777841233512,0.027115902004205106,0.5710654451815876,1.4841543571240974,NEUTRAL,65.4,24.7,7.4,0.0
OI_SURGE,2026-06-23 08:00:00+00:00,RENDER,BYBIT:RENDERUSDT.P,4h,1.5729,-0.0001906941266208717,0.001006704596945296,-0.28043245781677206,0.9165738815628033,NEUTRAL,21.9,0.8,28.4,0.0
OI_SURGE,2026-06-23 08:00:00+00:00,XLM,BINANCE:XLMUSDT.P,4h,0.1937,-0.010067971584811208,0.02573371266905311,-0.25523137918604255,1.057725253712094,NEGATIVE,40.4,8.9,31.0,0.0
OI_SURGE,2026-06-23 08:00:00+00:00,XRP,BYBIT:XRPUSDT.P,4h,1.1086,-0.003147198992896394,0.0004285449497434257,0.11666397400350782,1.193591268221785,NEGATIVE,20.7,0.5,46.2,0.0
VOLUME_SURGE,2026-06-23 08:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02466,0.005299633102323842,-0.04496429383629463,1.5306317311244253,3.3603428654641694,NEGATIVE,34.6,12.5,17.0,0.0
VOLUME_SURGE,2026-06-23 08:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.7102,0.03482442080722725,-0.005176148071980413,3.724743165035726,3.4815359979295732,NEGATIVE,73.4,28.5,27.5,47.0
OI_SURGE,2026-06-23 04:00:00+00:00,DOGE,BYBIT:DOGEUSDT.P,4h,0.07996,-0.02677702044790642,0.0830963314341131,0.9824980277832671,2.1936433406972045,NEUTRAL,88.2,31.2,6.0,0.0
OI_SURGE,2026-06-23 04:00:00+00:00,RENDER,BYBIT:RENDERUSDT.P,4h,1.5732,-0.03145970571938694,0.1312467019814214,-0.17964605981078818,0.9468122470195385,NEGATIVE,100.0,42.0,33.5,0.0
OI_SURGE,2026-06-23 04:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.86,-0.0434782608695653,-0.0013971425684556893,0.4432739307160296,2.830327636819405,NEGATIVE,22.7,1.8,15.9,0.0
OI_SURGE,2026-06-23 04:00:00+00:00,XRP,BYBIT:XRPUSDT.P,4h,1.1121,-0.013133374744875304,0.042103036599914656,0.94372239103169,1.7116194992160534,NEGATIVE,55.6,16.9,41.9,0.0
SQUEEZE_SETUP,2026-06-23 04:00:00+00:00,ADA,BYBIT:ADAUSDT.P,4h,0.1545,-0.033166458072590776,0.0005470802880247483,1.2339058610585454,1.994224334141865,NEGATIVE,29.1,5.7,59.4,0.0
VOLUME_SURGE,2026-06-23 04:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02453,-0.03463203463203457,-0.005028196223423764,1.5493782477643672,3.3480019531776426,NEGATIVE,29.3,6.2,27.5,0.0
WHALE_ACCUM,2026-06-23 04:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05276,-0.02889747837290635,0.02236979674686168,0.5765021813242114,2.8441445348080743,NEUTRAL,36.4,8.0,16.0,92.1
ENTRY,2026-06-23 00:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.4039,0.051001821493624755,-0.016066289495675234,0.011365348524679346,1.2359448646002333,EXTREME,59.0,24.1,9.2,19.8
HOT_PRE_ENTRY,2026-06-23 00:00:00+00:00,RUNE,BINANCE:RUNEUSDT.P,4h,0.4223,0.031005859375,-0.013677660131182767,2.213488931631142,3.6501164100832018,NEGATIVE,24.5,23.2,26.8,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,ADA,BYBIT:ADAUSDT.P,1d,0.1513,-0.04421983575489585,0.0739329777989497,1.1032511235979374,1.9779131315600766,NEGATIVE,47.1,13.4,19.5,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,DOT,BYBIT:DOTUSDT.P,1d,0.9095,-0.027584732171495818,0.03966124775044766,-0.6673220496430972,0.7822867333680796,NEGATIVE,34.2,6.2,9.5,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02541,0.015181781861765886,0.02345033759507631,0.09933424231408203,1.562288624162289,NEUTRAL,51.5,13.9,25.3,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,S,BINANCE:SUSDT.P,1d,0.02374,-0.05153815421494201,0.07405370400092304,3.4105887493506106,4.292209661951732,NEUTRAL,57.3,21.0,54.3,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,1d,0.0775,-0.01512263311729567,0.05428291851401568,-0.6227183005575806,0.6653712163077691,NEGATIVE,33.5,5.9,8.8,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,INJ,BINANCE:INJUSDT.P,1d,4.543,-0.05649013499480793,0.0015392286293394175,-0.26900230937222447,1.193100903590479,NEGATIVE,21.8,9.9,13.7,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,ONDO,BINANCE:ONDOUSDT.P,1d,0.3146,-0.0431873479318734,0.029871791252496394,-0.2346906501616582,1.2478136774516644,NEGATIVE,25.5,2.4,0.0,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,SAND,BYBIT:SANDUSDT.P,1d,0.05239,-0.04987305041712009,-0.07886830942753753,0.7343228182098953,1.9737651040941402,NEUTRAL,24.4,6.9,3.8,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,THETA,BYBIT:THETAUSDT.P,1d,0.14627,-0.028493623804463297,0.08723221178668195,-0.35668512893524706,0.9094556926081984,NEUTRAL,37.8,7.8,14.2,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,TIA,BYBIT:TIAUSDT.P,1d,0.3763,-0.02081706999739774,0.05981544798329286,0.07668091677163864,1.3242158602717418,EXTREME,44.5,10.8,22.5,0.0
OI_SURGE,2026-06-23 00:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,2.99,0.003355704697986628,0.059466390955456916,-0.41207042955770296,0.870600191197498,NEGATIVE,75.7,26.3,27.1,35.6
OI_SURGE,2026-06-23 00:00:00+00:00,UNI,BYBIT:UNIUSDT.P,1d,2.923,-0.019127516778523423,0.07888186216647242,0.3244125759488954,1.8308233208554976,NEGATIVE,62.0,18.8,15.3,0.0
PRE_ENTRY,2026-06-23 00:00:00+00:00,LINK,BINANCE:LINKUSD.P,4h,7.885,0.0033083089451584335,0.016504494104065293,-0.07253405876602029,1.1120076231019589,HOT,48.5,12.5,22.9,52.4
PRE_ENTRY,2026-06-23 00:00:00+00:00,NEO,BINANCE:NEOUSDT.P,4h,2.145,0.009887005649717562,0.025770773240707978,-0.41198594642426245,0.9157854653690044,NEGATIVE,79.0,25.8,9.8,3.3
SQUEEZE_SETUP,2026-06-23 00:00:00+00:00,ADA,BYBIT:ADAUSDT.P,4h,0.1598,0.009475679090334754,-0.005412695011153712,-0.7909302684862721,0.6173842107029639,NEGATIVE,27.9,3.5,67.3,95.1
WHALE_ACCUM,2026-06-23 00:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.9365,0.0012830107986741002,0.004336786732906939,-1.1223568318713555,0.5126446863923909,NEGATIVE,24.5,2.0,26.9,85.1
WHALE_ACCUM,2026-06-23 00:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.15046,-0.000664187035068986,-0.0014826158830933966,0.9270394605713993,1.9310895201614702,NEUTRAL,25.6,3.7,42.3,100.0
OI_SURGE,2026-06-22 20:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.15056,-0.01569037656903771,0.019260499511796203,0.6082073950175544,1.7550883901511025,NEUTRAL,43.1,11.0,52.9,0.0
OI_SURGE,2026-06-22 20:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.3843,-0.020392556716798405,-0.043224126697797405,-0.4975962527808561,0.8473641518488222,NEGATIVE,20.0,1.8,21.5,32.9
PRE_ENTRY,2026-06-22 20:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,4h,0.5879,0.0,0.012921844911555125,-1.1191631435846117,0.6026572347645035,NEGATIVE,41.8,9.5,34.6,0.0
SQUEEZE_SETUP,2026-06-22 20:00:00+00:00,ADA,BYBIT:ADAUSDT.P,4h,0.1583,-0.0031486146095718315,0.02823871907450637,-0.6490415006823839,0.7146913502417014,NEGATIVE,41.3,9.3,61.9,0.0
VOLUME_SURGE,2026-06-22 20:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02503,-0.033963720571208,0.011818936525303858,3.96350035384614,5.9436175665388635,NEUTRAL,51.3,19.1,24.1,0.0
WHALE_ACCUM,2026-06-22 20:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05514,-0.009876099838391106,-0.007771315716062932,-0.09255782304856701,1.4627036753600553,NEUTRAL,20.0,0.0,13.4,86.6
OI_SURGE,2026-06-22 16:00:00+00:00,ADA,BYBIT:ADAUSDT.P,4h,0.1588,-0.003138731952291307,0.04203327227789888,-0.41828209291924656,0.8803974277222979,NEGATIVE,51.8,13.9,35.9,60.6
VOLUME_SURGE,2026-06-22 16:00:00+00:00,S,BINANCE:SUSDT.P,4h,0.02591,-0.002694380292532772,0.029998737688041732,1.3459474362384243,2.916074359284571,NEUTRAL,52.1,15.9,22.9,0.0
WHALE_ACCUM,2026-06-22 16:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.9439,-0.013688610240334409,0.003405863549659216,-0.24644542014109663,0.9998476230054631,NEUTRAL,22.7,1.2,31.8,97.7
WHALE_ACCUM,2026-06-22 16:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05569,-0.005180421579135341,-0.020695136662095326,-0.291719064812906,1.0688243036617016,NEUTRAL,20.0,0.0,5.4,100.0
WHALE_ACCUM,2026-06-22 16:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.15296,-0.011375387797311176,0.010049205141635431,0.45654352897183803,1.6188702937532302,NEUTRAL,33.5,10.5,32.7,100.0
WHALE_ACCUM,2026-06-22 16:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.3923,-0.018022528160200335,0.13161130817479183,1.4955064732122079,2.1925892426487006,EXTREME,100.0,51.1,9.7,100.0
WHALE_ACCUM,2026-06-22 16:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,448.7,-0.002046172323295292,-0.06155226752805565,-0.8610521112281058,0.4754452388723852,NEGATIVE,20.0,0.0,16.0,100.0
OI_SURGE,2026-06-22 12:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.7225,-0.021400514695922968,0.047105153804408495,2.502160045365663,3.208619769341507,NEUTRAL,72.0,26.2,5.1,45.8
PRE_ENTRY,2026-06-22 12:00:00+00:00,UNI,BYBIT:UNIUSDT.P,4h,3.067,0.006563833278634634,0.023104752500104908,0.18212131012276817,2.2296195279961,NEGATIVE,45.7,15.8,19.8,0.0
WHALE_ACCUM,2026-06-22 12:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.957,-0.013402061855670167,0.0026292819766275954,0.5085423728242502,1.5578531031812524,NEUTRAL,25.3,3.0,26.4,94.7
WHALE_ACCUM,2026-06-22 12:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07932,-0.010849233071455244,0.012900676524173926,1.0787130147363841,1.6760999308724984,NEUTRAL,41.0,10.7,17.5,79.3
WHALE_ACCUM,2026-06-22 12:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05598,-0.01165254237288138,0.00023052314683269515,0.18038821384150822,2.068453696442575,EXTREME,21.1,0.7,3.4,100.0
WHALE_ACCUM,2026-06-22 12:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.15472,-0.0034780368414273344,0.027764750150373274,-0.06283580658997551,1.1783620968727404,EXTREME,48.5,12.5,42.2,100.0
WHALE_ACCUM,2026-06-22 12:00:00+00:00,ZEC,BYBIT:ZECUSDT.P,4h,449.62,-0.013731683776432413,0.025156293280665487,-0.32920959567247615,0.9064180399126056,NEGATIVE,31.2,8.9,16.2,100.0
PRE_ENTRY,2026-06-22 08:00:00+00:00,ARB,BINANCE:ARBUSDT.P,4h,0.08609,0.01270438771909177,0.01836856440862822,-0.3535879490075759,0.9541266971765576,EXTREME,57.2,16.3,21.0,0.0
PRE_ENTRY,2026-06-22 08:00:00+00:00,FIL,BITGET:FILUSDT.P,4h,0.8109,0.0064540151421124126,0.014118289549608143,-0.5152641409991372,0.7706558151092529,EXTREME,43.9,10.5,12.5,0.0
PRE_ENTRY,2026-06-22 08:00:00+00:00,NEO,BINANCE:NEOUSDT.P,4h,2.178,0.013023255813953583,0.011738992345571075,-0.5438448130523814,0.7895097849507217,EXTREME,56.4,15.9,10.5,4.0
PRE_ENTRY,2026-06-22 08:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.7383,0.03971271651880026,-0.0014583841992314994,1.1999921262880084,2.3049132199990296,NEUTRAL,73.0,21.3,11.0,0.0
WHALE_ACCUM,2026-06-22 08:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.97,0.00758283992936537,0.0023454780613192394,-0.7720751240420456,0.5629103110656374,NEUTRAL,29.9,8.3,23.2,79.8
WHALE_ACCUM,2026-06-22 08:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05664,0.01487188675864548,-0.022616037895907937,0.1639396863104924,2.0794223081498475,EXTREME,33.1,10.0,0.0,100.0
WHALE_ACCUM,2026-06-22 08:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.15526,0.016898087503274706,0.024751152191691217,-0.28019744791574136,0.9871426796712796,EXTREME,62.2,22.5,25.2,75.0
ENTRY,2026-06-22 04:00:00+00:00,OP,BYBIT:OPUSDT.P,4h,0.10306,0.02537060988956319,-0.0021770686065125666,-1.128528401298707,0.3735282728762599,NEGATIVE,41.0,9.2,32.6,0.0
PRE_ENTRY,2026-06-22 04:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.07943,0.009660607601372773,0.05985857327165611,-0.9849752263623155,0.39589311972634705,NEGATIVE,81.5,26.9,16.3,54.8
PRE_ENTRY,2026-06-22 04:00:00+00:00,NEO,BINANCE:NEOUSDT.P,4h,2.15,0.009863785814936632,0.012808223933795437,-0.09780818391016412,1.1712661244071796,NEGATIVE,54.6,19.1,6.6,0.0
PRE_ENTRY,2026-06-22 04:00:00+00:00,SOL,BINANCE:SOLUSD.P,4h,73.97,0.007902984057773565,0.013465597873593804,-0.8740501125551884,0.48746939964966224,NEUTRAL,62.2,18.5,14.3,1.4
WHALE_ACCUM,2026-06-22 04:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.9627,0.013475102642383385,0.006253137373954498,-0.879355806237913,0.4452355477971023,NEUTRAL,40.4,12.9,23.4,90.6
WHALE_ACCUM,2026-06-22 04:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05581,0.012150888647080027,-0.004477257695009285,-0.21534208852955064,1.28169670645844,EXTREME,0.0,4.4,8.0,100.0
OI_SURGE,2026-06-22 00:00:00+00:00,AVAX,BYBIT:AVAXUSDT.P,1d,6.236,0.02095612311722328,-0.07087906662317389,0.6540393063589246,1.675257339113961,NEUTRAL,7.0,8.3,25.3,0.0
OI_SURGE,2026-06-22 00:00:00+00:00,DOT,BYBIT:DOTUSDT.P,1d,0.9353,-0.0056347012545183706,0.02768998458149796,-0.7214955867586154,0.7525857070958258,NEUTRAL,30.3,4.5,6.0,0.0
OI_SURGE,2026-06-22 00:00:00+00:00,S,BINANCE:SUSDT.P,1d,0.02503,-0.07089829250185598,0.013889605515477799,1.7548635174837737,2.8083556022009266,EXTREME,32.9,8.0,27.3,0.0
OI_SURGE,2026-06-22 00:00:00+00:00,INJ,BINANCE:INJUSDT.P,1d,4.815,-0.00041519618019514315,0.033624490660457695,-0.4023876357789166,0.9891453453017429,NEUTRAL,32.8,21.1,3.8,0.0
OI_SURGE,2026-06-22 00:00:00+00:00,LINK,BINANCE:LINKUSD.P,1d,7.859,0.011844985193768531,0.0224954047992445,-0.8184633078323637,0.6900626886751035,NEUTRAL,47.0,15.8,7.5,0.0
OI_SURGE,2026-06-22 00:00:00+00:00,ONDO,BINANCE:ONDOUSDT.P,1d,0.3288,-0.0021244309559940167,0.05288155379354631,-0.4162721112401607,1.0514517419958263,NEGATIVE,29.6,4.5,11.4,0.0
OI_SURGE,2026-06-22 00:00:00+00:00,SAND,BYBIT:SANDUSDT.P,1d,0.05514,-0.00648648648648642,-0.14615779818285102,0.7380541189479577,1.9770452714589024,EXTREME,24.4,3.0,41.6,0.0
OI_SURGE,2026-06-22 00:00:00+00:00,THETA,BYBIT:THETAUSDT.P,1d,0.15056,-0.013626834381551323,0.003362768173175379,-0.5137195420554076,0.6279274463511566,EXTREME,20.8,0.3,13.9,0.0
PRE_ENTRY,2026-06-22 00:00:00+00:00,NEO,BINANCE:NEOUSDT.P,4h,2.129,0.0009402914903620108,0.01191892151692242,0.0713957889334192,1.3588699222858842,NEGATIVE,42.9,10.1,8.1,0.0
PRE_ENTRY,2026-06-22 00:00:00+00:00,OP,BYBIT:OPUSDT.P,4h,0.10051,0.008933949006223685,0.023333033785105872,-0.6088021721785658,0.7528379211945208,NEGATIVE,44.4,14.7,18.2,0.0
PRE_ENTRY,2026-06-22 00:00:00+00:00,OP,BYBIT:OPUSDT.P,1d,0.10062,0.010038144950813122,0.04219477788612891,-0.7293048553287917,0.7644049800612122,NEGATIVE,46.0,15.4,13.8,0.0
PRE_ENTRY,2026-06-22 00:00:00+00:00,RENDER,BYBIT:RENDERUSDT.P,4h,1.664,0.007935065721727419,0.020280736710483582,-0.6060889741124633,0.726873150868608,NEGATIVE,46.6,11.6,33.1,30.9
PRE_ENTRY,2026-06-22 00:00:00+00:00,TIA,BYBIT:TIAUSDT.P,1d,0.3843,0.056640087984602516,0.03524767838203635,0.24855605834003114,1.4786748619747454,EXTREME,52.9,14.7,7.9,0.0
PRE_ENTRY,2026-06-22 00:00:00+00:00,VIRTUAL,BINANCE:VIRTUALUSDT.P,1d,0.5879,0.004785506750982771,0.018405699522209495,-0.909157585130764,0.6487184668310716,NEGATIVE,31.5,5.0,14.5,0.0
VOLUME_SURGE,2026-06-22 00:00:00+00:00,MANA,OKX:MANAUSDT.P,1d,0.07217,-0.022219211488958224,-0.12029752760482515,0.9458444788153131,2.1111178798970722,EXTREME,25.7,3.8,10.2,0.0
WHALE_ACCUM,2026-06-22 00:00:00+00:00,AVAX,BYBIT:AVAXUSDT.P,4h,6.224,0.018991486574983618,-0.019963875670248488,-0.0407942702427229,1.1790050540732149,NEUTRAL,39.0,8.3,5.2,74.9
WHALE_ACCUM,2026-06-22 00:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.9499,0.00988730597490961,0.01857004899769521,-0.048168535084348124,1.2200829405322209,NEUTRAL,46.3,11.5,25.3,98.9
WHALE_ACCUM,2026-06-22 00:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05514,-0.00648648648648642,-0.06220384021555947,0.559054301723791,2.952954696113785,EXTREME,0.0,2.2,12.8,100.0
OI_SURGE,2026-06-21 20:00:00+00:00,ONDO,BINANCE:ONDOUSDT.P,4h,0.3295,-0.03145208700764257,0.013048869726182355,-0.6226872361139212,0.7464963282000818,NEGATIVE,28.6,3.8,6.5,0.0
WHALE_ACCUM,2026-06-21 20:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.0555,-0.03326946524995644,-0.026000262056255163,0.3153797707562683,2.4432767721952016,EXTREME,0.0,1.3,21.9,100.0
OI_SURGE,2026-06-21 16:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.3707,-0.014095744680851174,0.011227519952554221,-1.0592691921384865,0.3816149821461405,EXTREME,27.8,7.4,6.9,0.0
PRE_ENTRY,2026-06-21 16:00:00+00:00,ETH,BYBIT:ETHUSDT.P,4h,1733.29,0.001959650846869776,0.029264323279623028,-0.9109554847814155,0.36872990318947335,NEGATIVE,47.1,11.8,13.8,0.0
WHALE_ACCUM,2026-06-21 16:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05741,0.005957595934816817,-0.030763795651383208,-0.21653369346687093,1.2932899131632065,EXTREME,0.0,6.2,0.0,100.0
ENTRY,2026-06-21 12:00:00+00:00,LTC,BYBIT:LTCUSDT.P,4h,45.91,0.020675855935971432,-0.005604764158789632,-0.559648237245124,0.7400519903880673,NEGATIVE,57.4,12.9,22.3,0.0
ENTRY,2026-06-21 12:00:00+00:00,RUNE,BINANCE:RUNEUSDT.P,4h,0.4214,0.029311187103077785,0.02990650215085089,0.20171424034062052,1.4254472242962017,EXTREME,69.1,26.2,11.6,0.0
OI_SURGE,2026-06-21 12:00:00+00:00,ONDO,BINANCE:ONDOUSDT.P,4h,0.3415,0.01455733808674986,0.01449890854704261,-1.084577672956204,0.504862045313994,NEGATIVE,40.8,9.1,21.5,0.0
OI_SURGE,2026-06-21 12:00:00+00:00,TIA,BYBIT:TIAUSDT.P,4h,0.376,0.005078855920876757,0.034479855735164655,-0.8766832364571159,0.5215574128742037,EXTREME,47.9,12.2,14.0,0.0
PRE_ENTRY,2026-06-21 12:00:00+00:00,HBAR,BYBIT:HBARUSDT.P,4h,0.08019,0.005139132614690345,0.021046039251932935,-0.9599646855534101,0.42483387969335284,NEUTRAL,44.8,10.8,24.6,16.3
PRE_ENTRY,2026-06-21 12:00:00+00:00,LINK,BINANCE:LINKUSD.P,4h,7.973,0.006819042808435372,0.010898942736006001,-0.8722314390545041,0.33784893742552724,HOT,44.4,14.7,25.5,33.2
PRE_ENTRY,2026-06-21 12:00:00+00:00,RENDER,BYBIT:RENDERUSDT.P,4h,1.6923,0.0031416716064018857,0.038221771218702516,-1.0881674349411101,0.43013386964270767,EXTREME,59.8,17.4,16.4,0.0
WHALE_ACCUM,2026-06-21 12:00:00+00:00,MANA,OKX:MANAUSDT.P,4h,0.07553,-0.0005293105729786696,-0.0013227949950936901,0.0508373449953345,1.66905038409436,EXTREME,0.0,4.2,1.9,100.0
WHALE_ACCUM,2026-06-21 12:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05707,-0.009545296771954148,-0.007707503077582389,-0.036033722212571964,1.6812473598358815,NEGATIVE,0.0,0.0,13.6,100.0
OI_SURGE,2026-06-21 08:00:00+00:00,ONDO,BINANCE:ONDOUSDT.P,4h,0.3366,-0.005319148936170137,0.01029512725906434,-0.6472020420810038,0.7455750933041967,NEGATIVE,27.3,3.2,24.1,0.0
PRE_ENTRY,2026-06-21 08:00:00+00:00,ARB,BINANCE:ARBUSDT.P,4h,0.08362,0.001317207520057373,0.01232614836721413,-0.5613169697759083,0.768467129442854,NEGATIVE,39.2,8.4,45.2,0.0
VOLUME_SURGE,2026-06-21 08:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.15693,-0.0007004584819155779,-0.009031969595956424,-0.6906448382065212,0.5750627229564782,EXTREME,20.0,4.0,14.3,1.2
WHALE_ACCUM,2026-06-21 08:00:00+00:00,DOT,BYBIT:DOTUSDT.P,4h,0.9636,-0.003309888291270102,0.011459674288576416,-0.6899515476252874,0.600259069700054,NEUTRAL,29.6,8.2,25.0,100.0
WHALE_ACCUM,2026-06-21 08:00:00+00:00,MANA,OKX:MANAUSDT.P,4h,0.07557,-0.0013215276860050196,-0.022845401043093738,0.016269705529303652,1.6422204008677064,EXTREME,0.0,4.1,0.0,100.0
WHALE_ACCUM,2026-06-21 08:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05762,-0.0029416854127012337,-0.06369738604031028,0.38767992436548776,2.6135637272660466,NEGATIVE,0.0,5.6,13.9,100.0
OI_SURGE,2026-06-21 04:00:00+00:00,ETH,BYBIT:ETHUSDT.P,4h,1731.16,-0.0034424398724339778,-0.00013175680257215827,-0.9894086970354361,0.30585352033855484,NEUTRAL,20.9,0.4,13.7,29.7
OI_SURGE,2026-06-21 04:00:00+00:00,ONDO,BINANCE:ONDOUSDT.P,4h,0.3384,-0.004120070629782258,0.018090386939673353,-1.3020870434239302,0.39080228824986074,NEGATIVE,32.9,5.7,23.4,0.0
OI_SURGE,2026-06-21 04:00:00+00:00,SUI,BYBIT:SUIUSDT.P,4h,0.7105,-0.0012651110486364692,0.01251421054270585,-0.8299439966580913,0.44229857856131694,EXTREME,29.2,4.0,16.2,0.0
OI_SURGE,2026-06-21 04:00:00+00:00,THETA,BYBIT:THETAUSDT.P,4h,0.15704,-0.023383084577114355,0.029848060407548838,0.40973338835397627,1.7736057506156715,EXTREME,44.4,15.2,14.4,0.0
WHALE_ACCUM,2026-06-21 04:00:00+00:00,MANA,OKX:MANAUSDT.P,4h,0.07567,-0.020960020701255022,-0.07233195710306783,0.48928486708791485,2.4974334386497747,NEUTRAL,0.0,6.0,0.0,100.0
WHALE_ACCUM,2026-06-21 04:00:00+00:00,SAND,BYBIT:SANDUSDT.P,4h,0.05779,-0.02726813667732697,0.03806549336657472,1.278736410225286,4.527984663324124,NEGATIVE,18.3,14.1,13.0,100.0
OI_SURGE,2026-06-21 00:00:00+00:00,AAVE,BYBIT:AAVEUSDT.P,1d,73.9,-0.026606954689146423,0.00509722825942327,-0.7590697796766076,0.6061182710279683,NEUTRAL,20.2,0.1,6.8,0.0
OI_SURGE,2026-06-21 00:00:00+00:00,AVAX,BYBIT:AVAXUSDT.P,4h,6.258,0.0036888532477945546,0.02584437604745804,-0.4952708471287696,0.7034080993941491,EXTREME,38.8,8.2,11.0,0.0
